pct_05,pct_10,pct_15,pct_20,pct_25,pct_30,pct_35,pct_40,pct_45,pct_50,pct_55,pct_60,pct_65,pct_70,pct_75,pct_80,pct_85,pct_90,pct_95,spd_05,spd_10,spd_15,spd_20,spd_25,spd_30,spd_35,spd_40,spd_45,spd_50,spd_55,spd_60,spd_65,spd_70,spd_75,spd_80,spd_85,spd_90,spd_95,spd_100,sign_volume,sign_lat,sign_long,AutoTheft_Rate2021_monthly,TheftfromMotorVehcile_Rate2021_monthly,Polygon_Center_Point_Latitude,Polygon_Center_Point_Longitude,Monthly_Median_Tickets,Sensor_Latitude,Sensor_Longitude
0.23529411764705882,0.3684210526315789,0.45238095238095233,0.5434782608695652,0.6041666666666666,0.62,0.6153846153846154,0.6296296296296295,0.6363636363636364,0.631578947368421,0.6379310344827586,0.6440677966101694,0.639344262295082,0.6451612903225806,0.640625,0.6461538461538462,0.6417910447761194,0.6428571428571428,0.6351351351351352,0.03805673282244165,0.06014364174059991,0.0400147063237192,0.03577836513418093,0.06576380339047258,0.19077353011811451,0.2749212301625654,0.18290666023498603,0.06377411410589684,0.014651289412463497,0.004089040952996892,0.0012313421629576238,0.0005465078150617554,0.0002399232245681382,0.0,0.0,0.0,0.0,0.0,0.0,0.14967993273066502,0.6811463005998917,0.04191090464368585,0.13662072863472438,0.15778104747544952,0.6945066883684206,0.017441672472898517,0.10343333694357196,0.6627459541969358,0.03336226148533683
0.27941176470588236,0.5526315789473684,0.7023809523809523,0.7282608695652174,0.75,0.74,0.75,0.7407407407407407,0.7454545454545454,0.7368421052631579,0.7413793103448276,0.7457627118644068,0.7377049180327869,0.7419354838709677,0.734375,0.7538461538461538,0.753731343283582,0.75,0.75,0.06410895650194566,0.05265737220109844,0.022081995257960924,0.03012559566299462,0.04561985036461786,0.12356177542955701,0.28559140200645616,0.3367760052372256,0.2706338076344233,0.14911976769126697,0.06928420920868712,0.02835090248370724,0.013498743032025357,0.007797504798464491,0.006246096189881324,0.0059963099630996304,0.005,0.0,0.0,0.0,0.22930038192901048,0.6154857770812043,0.077950963710407,0.26307019118004493,0.4482712841037972,0.5938361117184172,0.055208315033468125,0.0036824434095093683,0.5711551927263656,0.10777769490306355
0.8529411764705882,0.894736842105263,0.8571428571428571,0.8260869565217391,0.8125,0.8,0.7884615384615385,0.7777777777777777,0.7818181818181817,0.7719298245614035,0.7758620689655172,0.7796610169491526,0.7704918032786886,0.7741935483870968,0.78125,0.7846153846153847,0.7985074626865671,0.7999999999999999,0.8243243243243243,0.007744669781154817,0.01792986903253063,0.009506587832768091,0.013553141820847724,0.017852069324746662,0.08574765845031984,0.32706396304099894,0.47345208972194464,0.3320136133533999,0.1733240937814516,0.10950702021571777,0.07613298495359942,0.05598972565307683,0.04912428023032629,0.04762648344784509,0.056734317343173434,0.07125000000000001,0.07058823529411765,0.07920792079207921,0.02914798206278027,0.2602765517104701,0.2710416328883696,0.07689989796412533,0.22328702350604193,0.09189696562632703,0.2982614743921488,0.016626829148350453,0.2923210224195819,0.2595244457091894,0.07930432035661283
0.4411764705882353,0.42105263157894735,0.40476190476190477,0.41304347826086957,0.4270833333333333,0.45,0.4711538461538462,0.48148148148148145,0.5,0.5175438596491228,0.5258620689655172,0.5338983050847458,0.5409836065573771,0.5483870967741935,0.5625,0.5692307692307692,0.5746268656716418,0.5785714285714285,0.5878378378378378,0.004118928644980868,0.011153358681875792,0.07214352171433717,0.0709007774969614,0.06556492092054172,0.09499377770015065,0.08151470048131752,0.0362729559315026,0.010295526063757013,0.0017324159778250756,0.00030250558070640273,4.504910352283989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06891284714062859,0.41571637031836417,0.18139266662191744,0.09682174101534968,0.1960158741023792,0.44629285701222443,0.16121487252419797,0.07050796057619407,0.3985736050497053,0.1848164934341412
0.2647058823529412,0.3157894736842105,0.3333333333333333,0.358695652173913,0.375,0.4,0.42307692307692313,0.4444444444444444,0.4727272727272727,0.47368421052631576,0.48275862068965514,0.4915254237288136,0.49180327868852464,0.5,0.5,0.5076923076923077,0.5074626865671642,0.5142857142857142,0.5135135135135136,0.010855544836706157,0.05035910435149979,0.0296527506827936,0.04294561379815948,0.06953309972535278,0.09331266510927232,0.03580886474783987,0.006753264652172415,0.001009029963059242,0.00017324159778250755,4.172490768364175e-05,3.0032735681893263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04884954148700338,0.04625826442557468,0.14514526841381326,0.1587336565183049,0.2891355095911637,0.06645382455161553,0.10214744353308447,0.06433445250731072,0.0160425532531292,0.15442526138443213
0.7058823529411764,0.8684210526315789,0.8571428571428571,0.8260869565217391,0.8125,0.8,0.7884615384615385,0.7777777777777777,0.7818181818181817,0.7719298245614035,0.7586206896551724,0.7627118644067796,0.7540983606557378,0.7580645161290323,0.75,0.7538461538461538,0.7611940298507462,0.7571428571428571,0.7567567567567568,0.007641696565030295,0.02097169412758766,0.01234280740718509,0.021135184149094207,0.028070840041670615,0.06713534047988123,0.25043009297740315,0.4581538779588602,0.35280134081269665,0.14842680130013694,0.056829324265120065,0.020932816770279604,0.010001093015630123,0.005038387715930902,0.004684572142410992,0.006457564575645757,0.0075,0.011764705882352941,0.009900990099009901,0.004484304932735426,0.23799075329764133,0.1686663423949426,0.21610657632905372,0.167073963677725,0.13109235294233662,0.19905546516412187,0.212469239413565,0.0021661431820643342,0.1581110848016749,0.22036073902799558
0.1764705882352941,0.23684210526315788,0.38095238095238093,0.4782608695652174,0.5416666666666666,0.56,0.576923076923077,0.5925925925925926,0.6181818181818182,0.6140350877192982,0.6206896551724138,0.6271186440677966,0.639344262295082,0.6451612903225806,0.640625,0.6615384615384616,0.6567164179104478,0.6571428571428571,0.6621621621621622,0.14452019900928928,0.10414871144909167,0.059012875536480686,0.10386240425983448,0.18604034472961456,0.4054974564984826,0.4800514178570738,0.3337869965200014,0.15836639759200985,0.050421554554604106,0.015375628481421986,0.004384779409556417,0.0019674281342223193,0.0007197696737044146,0.0009369144284821986,0.0009225092250922509,0.0,0.0,0.0,0.0,0.31590823511425314,0.16983732367722837,0.379268110540977,0.057326208711740295,0.1961118085762682,0.24155539713564167,0.33840005452034916,0.09563522148814035,0.18090074648856103,0.3838061433567077
0.1764705882352941,0.23684210526315788,0.38095238095238093,0.4782608695652174,0.5416666666666666,0.56,0.576923076923077,0.5925925925925926,0.6181818181818182,0.6140350877192982,0.6206896551724138,0.6271186440677966,0.639344262295082,0.6451612903225806,0.640625,0.6615384615384616,0.6567164179104478,0.6571428571428571,0.6621621621621622,0.14452019900928928,0.10414871144909167,0.059012875536480686,0.10386240425983448,0.18604034472961456,0.4054974564984826,0.4800514178570738,0.3337869965200014,0.15836639759200985,0.050421554554604106,0.015375628481421986,0.004384779409556417,0.0019674281342223193,0.0007197696737044146,0.0009369144284821986,0.0009225092250922509,0.0,0.0,0.0,0.0,0.31590823511425314,0.16983732367722837,0.379268110540977,0.0,0.06433643788108799,0.24327616322139534,0.3555110335907443,0.007473193978121954,0.18570415329767798,0.3858119260621038
0.23529411764705882,0.3684210526315789,0.40476190476190477,0.41304347826086957,0.4375,0.44,0.44230769230769235,0.42592592592592593,0.43636363636363634,0.43859649122807015,0.4482758620689655,0.4406779661016949,0.4426229508196722,0.45161290322580644,0.453125,0.46153846153846156,0.4626865671641791,0.4714285714285714,0.472972972972973,0.032702125583966526,0.06318546683565694,0.06217923707194093,0.20794667489823088,0.2596268586040345,0.1815383271838089,0.03909496839541492,0.006391482617234607,0.0012484608017512655,0.00031348479598739465,0.000166899630734567,9.009820704567979e-05,0.00010930156301235107,0.0001199616122840691,0.0003123048094940662,0.0,0.0,0.0,0.0,0.0,0.13829567364180212,0.40672683708947943,0.29453825192166505,0.1681456451285834,0.1038932386160392,0.4480202610904769,0.26627126126257394,0.19462796490848044,0.3878958275856519,0.3014804252350416
0.3676470588235294,0.40789473684210525,0.39285714285714285,0.3913043478260869,0.3958333333333333,0.4,0.40384615384615385,0.41666666666666663,0.43636363636363634,0.43859649122807015,0.4482758620689655,0.4576271186440678,0.45081967213114754,0.4596774193548387,0.4609375,0.47692307692307695,0.47761194029850745,0.4857142857142857,0.4864864864864865,0.008947830516925544,0.017101816645542882,0.05554638494552658,0.07843458800378138,0.07902263471919689,0.06055280221819531,0.021639959020354513,0.0034369293319091755,0.00027363524421945547,6.599679915524098e-05,3.1293680762731316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04790816716542991,0.47041921129908815,0.24826672473071199,0.16674158502749234,0.17795899171866725,0.49266597109829036,0.23573794420997274,0.04841330011913787,0.44508612967857175,0.26321225336852194
