TrialNumber,Parameters,Sensor Latitude Accuracy,Sensor Longitude Accuracy
867,40--330,76.306087,66.609465
868,40--335,78.819014,61.263281
869,40--340,37.722446,22.615592
870,40--345,79.211028,60.657716
871,40--350,96.080977,96.727252
872,40--355,78.243541,62.435330
873,40--360,78.963010,61.608429
874,40--365,78.960550,61.415394
875,40--370,96.812910,96.246184
876,40--375,78.83298,61.70620
877,40--380,79.052225,61.317793
878,40--385,96.502492,95.009089
879,40--390,78.723890,61.830948
880,40--395,79.010844,61.582659
881,40--400,82.887921,70.004713
882,40--405,78.831680,61.804497
883,40--410,87.119096,82.431908
884,40--415,79.675533,62.356760
885,40--420,83.004664,66.938215
886,40--425,82.242729,64.615204
887,40--430,78.969638,61.735353
888,40--435,78.254458,62.236660
889,40--440,96.37308,97.60877
890,40--445,88.223735,80.724544
891,40--450,92.582285,88.101103
892,40--455,79.04717,61.62747
893,40--460,78.981091,61.575694
894,40--465,87.893170,78.259978
895,40--470,96.481388,97.267625
896,40--475,85.915444,75.294598
897,40--480,79.013098,61.478646
898,40--485,79.098339,61.650286
899,40--490,78.903738,61.415254
900,40--495,85.951568,80.751257
901,45--0,0.002086,-0.012819
902,45--5,9.482353,9.686290
903,45--10,14.480921,26.059260
904,45--15,51.951752,33.025339
905,45--20,41.636263,22.942626
906,45--25,51.849662,34.180731
907,45--30,40.069588,23.107326
908,45--35,42.283208,24.422695
909,45--40,42.173641,23.599814
910,45--45,44.213213,26.398278
911,45--50,44.174946,27.240366
912,45--55,47.455402,32.029009
913,45--60,45.920194,29.781890
914,45--65,58.052664,42.423948
915,45--70,53.618700,42.916127
916,45--75,52.235330,37.931723
917,45--80,51.529996,36.956156
918,45--85,67.239647,50.287300
919,45--90,64.844834,48.280180
920,45--95,56.207691,38.552363
921,45--100,56.179536,38.957280
922,45--105,54.501745,38.215094
923,45--110,64.988389,49.135920
924,45--115,57.460451,41.041070
925,45--120,54.524477,39.454272
926,45--125,56.052757,38.018387
927,45--130,74.497589,59.385673
928,45--135,71.85070,50.49818
929,45--140,73.151955,57.443579
930,45--145,74.048956,61.955466
931,45--150,69.757891,49.769073
932,45--155,73.038744,55.671683
933,45--160,64.530870,46.815245
934,45--165,73.493797,57.425540
935,45--170,77.789611,60.202387
936,45--175,78.028757,60.787253
937,45--180,76.458517,60.642044
938,45--185,76.994488,64.270476
939,45--190,72.030582,55.525798
940,45--195,77.692514,61.509170
941,45--200,75.953356,63.184254
942,45--205,38.510751,23.146366
943,45--210,63.132779,45.017754
944,45--215,79.593242,61.060742
945,45--220,77.948128,61.838838
946,45--225,76.771192,62.200261
947,45--230,78.549972,60.980152
948,45--235,79.202667,60.755645
949,45--240,77.458542,60.258595
950,45--245,77.904694,63.054122
951,45--250,76.38026,62.85292
952,45--255,78.174388,62.323506
953,45--260,76.711752,62.195572
954,45--265,78.987705,61.286069
955,45--270,78.151012,62.758134
956,45--275,77.621706,62.098625
957,45--280,96.289126,94.800936
958,45--285,77.950941,63.231645
959,45--290,78.979614,61.510340
960,45--295,78.134062,64.183860
961,45--300,77.961858,62.319972
962,45--305,77.120317,62.391200
963,45--310,79.487781,61.590699
964,45--315,79.184277,61.735524
965,45--320,78.354506,62.614566
966,45--325,95.264694,93.824729
967,45--330,78.583464,62.416546
968,45--335,77.754210,59.435407
969,45--340,96.472788,94.504124
970,45--345,96.730048,95.530404
971,45--350,77.685424,62.167489
972,45--355,77.042563,65.435337
973,45--360,80.310235,62.682886
974,45--365,79.100091,61.768037
975,45--370,78.981432,62.230769
976,45--375,96.095157,96.653045
977,45--380,79.019317,61.881631
978,45--385,78.474649,62.444392
979,45--390,79.178004,62.144617
980,45--395,96.036738,94.661781
981,45--400,79.796166,62.767710
982,45--405,96.793756,97.607022
983,45--410,79.398521,64.806763
984,45--415,37.799687,22.618512
985,45--420,78.875394,61.505903
986,45--425,79.187691,61.593730
987,45--430,78.775694,61.915353
988,45--435,96.964689,97.536261
989,45--440,78.933621,62.510653
990,45--445,78.823113,61.794982
991,45--450,79.178914,61.251383
992,45--455,78.676986,62.185196
993,45--460,79.068186,61.277238
994,45--465,79.080809,61.422294
995,45--470,78.627014,61.811751
996,45--475,37.531747,22.515803
997,45--480,78.945300,61.662192
998,45--485,96.328008,93.495325
999,45--490,78.785593,62.088858
1000,45--495,79.034454,61.513060
1001,50--0,-0.144996,-0.131249
1002,50--5,9.987284,8.940703
1003,50--10,29.763125,25.344615
1004,50--15,23.530147,25.988063
1005,50--20,53.439008,30.092864
1006,50--25,52.078347,27.327175
1007,50--30,42.165022,23.231183
1008,50--35,40.858331,22.409885
1009,50--40,41.392688,24.061493
1010,50--45,42.540712,25.722736
1011,50--50,42.900573,25.398274
1012,50--55,46.489001,29.467423
1013,50--60,47.106186,31.556207
1014,50--65,56.223843,38.778521
1015,50--70,50.500028,35.427002
1016,50--75,45.826876,30.236748
1017,50--80,50.99325,35.11468
1018,50--85,42.705241,25.339235
1019,50--90,45.193629,28.497895
1020,50--95,56.910120,40.003905
1021,50--100,54.829014,35.753694
1022,50--105,47.776140,31.648111
1023,50--110,54.445079,37.525962
1024,50--115,59.24848,42.53731
1025,50--120,63.590013,48.357335
1026,50--125,66.522832,50.187398
1027,50--130,65.492376,47.439411
1028,50--135,66.807537,50.039633
1029,50--140,56.432807,39.025368
1030,50--145,54.163521,38.077948
1031,50--150,68.582155,51.341911
1032,50--155,66.573301,51.026818
1033,50--160,70.966932,55.627214
1034,50--165,76.859554,61.078257
1035,50--170,58.500417,41.885370
1036,50--175,77.034536,60.807405
1037,50--180,70.628591,51.988405
1038,50--185,71.186829,50.577156
1039,50--190,74.481160,57.975741
1040,50--195,76.825060,61.120653
1041,50--200,69.746007,50.981062
1042,50--205,78.672462,61.151212
1043,50--210,77.267656,62.354777
1044,50--215,77.715445,61.338646
1045,50--220,73.587469,59.895904
1046,50--225,74.931712,69.030054
1047,50--230,78.545356,61.525052
1048,50--235,75.785093,62.542581
1049,50--240,38.688312,23.365609
1050,50--245,78.063832,62.237190
1051,50--250,93.613287,88.815502
1052,50--255,77.442514,62.157015
1053,50--260,76.639748,60.808561
1054,50--265,78.231500,59.940243
1055,50--270,77.987155,61.873342
1056,50--275,73.944379,56.680711
1057,50--280,78.515551,62.546753
1058,50--285,77.004408,63.925891
1059,50--290,78.123233,62.783772
1060,50--295,78.537351,63.042861
1061,50--300,79.178904,61.592997
1062,50--305,78.886403,62.418213
1063,50--310,78.396571,62.482796
1064,50--315,82.842541,73.270445
1065,50--320,96.485615,95.103028
1066,50--325,82.85087,69.67920
1067,50--330,79.156602,61.945591
1068,50--335,78.668178,62.327223
1069,50--340,79.406339,63.291149
1070,50--345,80.291361,61.206992
1071,50--350,79.234987,61.519893
1072,50--355,78.838444,61.602078
1073,50--360,78.735635,62.021390
1074,50--365,78.898755,61.280702
1075,50--370,79.09026,61.53235
1076,50--375,78.968114,61.581006
1077,50--380,78.685729,62.095990
1078,50--385,82.703010,65.504101
1079,50--390,78.984779,60.510695
1080,50--395,78.568054,62.599111
1081,50--400,78.750433,61.836505
1082,50--405,79.562028,61.153267
1083,50--410,96.700429,97.042420
1084,50--415,79.371258,61.914202
1085,50--420,79.384790,61.027541
1086,50--425,78.083437,62.772020
1087,50--430,78.180484,59.838902
1088,50--435,78.695140,62.048152
1089,50--440,79.027439,61.549156
1090,50--445,79.140705,62.789401
1091,50--450,79.154172,60.899480
1092,50--455,78.974287,62.282769
1093,50--460,79.610463,60.891908
1094,50--465,78.584883,62.031198
1095,50--470,96.676692,96.212906
1096,50--475,78.645550,61.905964
1097,50--480,84.530456,75.001860
1098,50--485,81.724911,67.177385
1099,50--490,92.710805,82.565442
1100,50--495,79.226199,61.127068
1101,55--0,0.101228,0.179148
1102,55--5,7.378058,10.137036
1103,55--10,36.676961,35.994648
1104,55--15,52.304901,35.016885
1105,55--20,37.299739,22.005981
1106,55--25,40.026914,19.078297
1107,55--30,40.135565,21.980484
1108,55--35,41.006693,19.980759
1109,55--40,41.644664,24.288061
1110,55--45,42.590421,24.091996
1111,55--50,45.108986,29.196194
1112,55--55,43.324484,25.934686
1113,55--60,47.035464,30.864604
1114,55--65,47.966905,32.242163
1115,55--70,45.396297,29.429154
1116,55--75,49.832698,34.844996
1117,55--80,52.705706,37.507364
1118,55--85,44.980447,28.117078
1119,55--90,54.684968,38.174428
1120,55--95,57.913739,42.612704
1121,55--100,56.677585,41.359055
1122,55--105,50.678598,35.019343
1123,55--110,65.444724,48.865506
1124,55--115,62.411868,44.716657
1125,55--120,63.620346,46.637562
1126,55--125,54.131044,37.842592
1127,55--130,70.572651,52.553846
1128,55--135,54.282389,37.199410
1129,55--140,65.537673,48.341846
1130,55--145,52.767675,36.459460
1131,55--150,76.522371,58.091976
1132,55--155,72.991674,59.956646
1133,55--160,70.288883,57.700773
1134,55--165,62.951885,46.454846
1135,55--170,76.393082,58.685678
1136,55--175,73.167642,57.536003
1137,55--180,69.481222,53.595851
1138,55--185,75.550189,60.345004
1139,55--190,69.846061,51.085760
1140,55--195,72.111292,56.984980
1141,55--200,73.985058,57.366768
1142,55--205,77.083189,62.807889
1143,55--210,76.575648,63.426528
1144,55--215,77.626141,59.331039
1145,55--220,66.168125,49.888126
1146,55--225,78.690593,61.296266
1147,55--230,77.956855,62.140267
1148,55--235,77.008363,63.550491
1149,55--240,75.396117,59.669141
1150,55--245,76.224566,61.832161
1151,55--250,77.208089,61.440529
1152,55--255,77.584843,63.147309
1153,55--260,83.169096,72.183812
1154,55--265,71.103437,54.134416
1155,55--270,75.751844,59.488598
1156,55--275,78.764133,61.421751
1157,55--280,76.973424,60.076168
1158,55--285,78.723793,61.265360
1159,55--290,77.991129,61.325659
1160,55--295,78.110808,62.315876
1161,55--300,76.751732,62.319138
1162,55--305,78.173206,62.916073
1163,55--310,77.411581,62.026037
1164,55--315,78.344853,62.263471
1165,55--320,79.713462,62.142611
1166,55--325,78.894577,61.723977
1167,55--330,77.723915,62.503953
1168,55--335,78.235393,62.259700
1169,55--340,76.875989,61.758909
1170,55--345,80.180289,68.319727
1171,55--350,82.708666,68.439309
1172,55--355,77.681289,62.285270
1173,55--360,78.764061,61.655313
1174,55--365,79.646590,61.804244
1175,55--370,79.398678,61.010110
1176,55--375,95.366393,89.447749
1177,55--380,78.812300,63.533224
1178,55--385,78.791377,62.926961
1179,55--390,79.876080,64.568445
1180,55--395,93.224648,88.657333
1181,55--400,95.966595,95.239887
1182,55--405,79.098749,61.625455
1183,55--410,37.928643,22.827183
1184,55--415,79.528221,61.578639
1185,55--420,78.601468,61.794264
1186,55--425,79.083955,60.724577
1187,55--430,79.942309,66.094305
1188,55--435,93.314232,90.894179
1189,55--440,85.493182,87.587754
1190,55--445,78.691885,61.512428
1191,55--450,78.971594,61.626621
1192,55--455,79.601845,61.751468
1193,55--460,78.878715,61.675938
1194,55--465,78.803817,62.068076
1195,55--470,79.449565,60.950347
1196,55--475,79.123837,61.796319
1197,55--480,78.801420,62.120213
1198,55--485,79.055358,61.367546
1199,55--490,78.775295,61.915366
1200,55--495,96.315277,96.170200
